Jan Grzesik;100:11;10336,82;22,81;3448,7;3945,92;1912,48;805,27;201,64;80;32,0;6,19;2797,88;202,32;60,29;31;4547,77;580,2;141,35;62;2991,14;22,73;0,0;5;Warta Poznań;https://www.transfermarkt.pl/jan-grzesik/profil/spieler/264278
Jakub Kiełb;93:41;9982,2;9,21;3330,55;3689,81;1830,42;906,79;215,42;86;32,53;6,39;2832,34;354,55;115,23;46;4363,27;520,6;100,19;63;2786,54;31,66;0,0;7;Warta Poznań;https://www.transfermarkt.pl/jakub-kielb/profil/spieler/181119
Szymon Czyż (M);100:11;11223,2;19,18;3563,52;3949,34;2478,33;866,43;346,4;91;32,97;6,72;3070,63;403,81;217,15;48;5023,25;441,8;115,8;50;3129,31;20,81;13,45;7;Warta Poznań;https://www.transfermarkt.pl/szymon-czyz/profil/spieler/407094
Michał Kopczyński;97:27;11353,3;14,28;3255,06;4484,1;2563,62;854,39;181,85;80;32,82;6,99;3107,79;225,04;22,57;29;5103,02;607,98;159,28;60;3142,58;22,57;0,0;3;Warta Poznań;https://www.transfermarkt.pl/michal-kopczynski/profil/spieler/235977
Jayson Papeau;76:20;8071,35;11,41;3109,01;2619,25;1202,02;763,66;366,0;69;31,37;6,34;2131,5;308,3;109,76;30;3379,14;434,38;256,25;49;2560,76;20,99;0,0;3;Warta Poznań;https://www.transfermarkt.pl/jayson-papeau/profil/spieler/665525
Mario Rodriguez;58:15;6632,76;5,07;2057,42;2337,66;1152,69;750,93;328,99;65;32,24;6,83;1760,23;285,12;216,09;36;2765,13;459,07;111,86;38;2107,48;6,73;1,04;3;Warta Poznań;https://www.transfermarkt.pl/mario-rodriguez/profil/spieler/590988
Łukasz Trałka;76:06;7687,38;10,03;3019,0;2699,53;1303,71;577,21;77,9;39;30,1;6,06;1805,03;57,14;0,0;9;3550,66;515,61;77,9;36;2331,6;4,46;0,0;1;Warta Poznań;https://www.transfermarkt.pl/lukasz-tralka/profil/spieler/29538
Adam Zrelak;100:11;11033,57;18,63;4038,34;3745,2;1925,48;876,83;429,09;99;32,87;6,61;3132,68;329,15;246,46;50;4411,71;507,03;173,53;64;3488,96;40,66;9,08;7;Warta Poznań;https://www.transfermarkt.pl/adam-zrelak/profil/spieler/261155
Dawid Szymonowicz;53:05;4760,01;11,22;2069,43;1773,96;669,78;174,87;60,75;26;32,6;5,38;1314,26;34,32;3,08;7;1972,5;118,23;39,07;19;1473,16;22,35;18,6;4;Warta Poznań;https://www.transfermarkt.pl/dawid-szymonowicz/profil/spieler/242846
Mateusz Kupczak;2:44;366,95;0,0;108,12;89,46;113,82;13,93;41,62;4;30,94;8,05;99,59;0,0;33,65;2;75,51;13,93;0,0;1;191,87;0,0;7,96;2;Warta Poznań;https://www.transfermarkt.pl/mateusz-kupczak/profil/spieler/237523
Milan Corryn;41:56;4512,66;5,16;1548,16;1820,08;727,21;307,2;104,85;33;32,55;6,46;1256,65;85,8;19,47;13;1927,39;215,71;73,46;20;1328,62;5,69;11,92;3;Warta Poznań;https://www.transfermarkt.pl/milan-corryn/profil/spieler/338632
Mateusz Kuzimski;23:50;2750,87;6,13;791,77;994,4;592,11;237,0;129,46;25;31,91;6,92;827,3;129,27;95,23;15;1081,13;104,46;34,23;17;842,44;3,26;0,0;1;Warta Poznań;https://www.transfermarkt.pl/mateusz-kuzimski/profil/spieler/381891
Mateusz Czyżycki;24:05;2649,2;2,03;690,11;1187,94;521,22;194,41;53,49;19;32,77;6,6;857,54;108,45;25,33;12;1133,05;85,97;28,16;10;658,62;0,0;0,0;0;Warta Poznań;https://www.transfermarkt.pl/mateusz-czyzycki/profil/spieler/385479
Dusan Kuciak;100:11;5652,87;19,1;4005,15;1076,73;366,85;158,28;26,76;12;28,31;3,39;1661,96;18,06;11,88;3;1318,95;47,3;0,0;3;2671,91;92,92;14,88;7;Lechia Gdańsk;https://www.transfermarkt.pl/dusan-kuciak/profil/spieler/31886
Michał Nalepa;100:11;9755,1;7,43;3983,99;3668,15;1445,94;481,95;167,64;45;31,06;5,84;3734,29;118,81;0,0;13;3019,12;298,47;167,64;35;3001,51;64,66;0,0;7;Lechia Gdańsk;https://www.transfermarkt.pl/michal-nalepa/profil/spieler/175947
Mateusz Żukowski (M);81:35;8164,58;11,19;3120,0;2820,55;1164,48;614,67;433,69;74;33,73;6,0;3143,62;291,55;142,27;38;2483,99;316,34;291,42;44;2536,99;5,63;0,0;1;Lechia Gdańsk;https://www.transfermarkt.pl/mateusz-zukowski/profil/spieler/470375
Bartosz Kopacz;100:11;9514,83;7,28;3698,71;3727,17;1538,72;362,44;180,51;40;30,9;5,7;3562,1;87,64;27,6;12;2869,73;268,22;150,62;33;3083,14;5,5;2,29;3;Lechia Gdańsk;https://www.transfermarkt.pl/bartosz-kopacz/profil/spieler/153306
Conrado;100:11;10427,16;11,08;3814,06;3467,47;1816,09;875,01;443,45;90;33,95;6,25;4101,5;431,33;303,39;55;2928,25;369,18;134,23;50;3397,55;74,49;5,83;8;Lechia Gdańsk;https://www.transfermarkt.pl/erick/profil/spieler/633212
Ilkay Durmus;100:11;10503,65;18,58;3594,55;3809,27;1782,84;980,74;317,67;85;33,19;6,29;4407,06;618,69;153,34;61;2888,48;352,2;159,27;39;3208,18;9,87;5,05;5;Lechia Gdańsk;https://www.transfermarkt.pl/ilkay-durmus/profil/spieler/119549
Flavio Paixao;100:11;10225,38;20,16;3446,45;3692,19;1974,86;898,78;192,94;75;32,29;6,12;4377,85;555,08;109,76;52;2824,11;309,21;80,68;33;3023,33;34,5;2,51;3;Lechia Gdańsk;https://www.transfermarkt.pl/flavio-paixao/profil/spieler/123455
Bassekou Diabate;63:48;6725,91;2,03;2497,99;2135,85;1257,31;695,9;136,83;57;32,01;6,33;2870,02;448,17;118,78;40;1672,13;236,77;18,05;23;2183,76;10,96;0,0;1;Lechia Gdańsk;https://www.transfermarkt.pl/bassekou-diabate/profil/spieler/877538
Maciej Gajos;97:54;10508,32;21,28;3816,45;3227,56;2597,83;774,76;70,44;57;30,22;6,44;4429,36;474,84;44,21;39;2890,13;267,93;26,23;29;3188,9;33,13;0,0;4;Lechia Gdańsk;https://www.transfermarkt.pl/maciej-gajos/profil/spieler/236891
Jarosław Kubicki;81:35;9173,11;8,2;2882,53;3617,77;2088,87;504,64;71,1;37;32,66;6,75;3928,03;233,58;52,38;20;2671,91;271,09;18,72;25;2573,2;0,0;0,0;1;Lechia Gdańsk;https://www.transfermarkt.pl/jaroslaw-kubicki/profil/spieler/327756
Łukasz Zwoliński;81:29;8103,5;6,02;3412,88;2775,5;1188,47;584,09;136,54;47;30,68;5,97;3458,03;455,7;127,18;38;1883,04;110,48;9,35;15;2762,4;17,91;0,0;3;Lechia Gdańsk;https://www.transfermarkt.pl/lukasz-zwolinski/profil/spieler/220740
Tomasz Makowski;2:17;277,58;0,0;78,15;112,63;81,24;5,56;0,0;0;25,05;7,31;56,72;0,0;0,0;0;78,46;0,0;0,0;0;142,39;0,0;0,0;0;Lechia Gdańsk;https://www.transfermarkt.pl/tomasz-makowski/profil/spieler/320961
Mykoła Musolitin;18:36;2071,2;4,07;595,06;913,77;367,11;159,66;31,53;15;29,89;6,68;820,59;76,67;23,37;8;586,23;56,9;8,16;7;664,36;26,09;0,0;2;Lechia Gdańsk;https://www.transfermarkt.pl/mykola-musolitin/profil/spieler/383229
Jakub Kałuziński (M);18:42;2329,65;0,0;652,22;1094,85;441,12;131,34;10,12;10;29,58;7,48;971,23;64,6;10,12;7;605,34;66,74;0,0;5;753,09;0,0;0,0;0;Lechia Gdańsk;https://www.transfermarkt.pl/jakub-kaluzinski/profil/spieler/699418
Marco Terrazzino;36:23;3886,24;8,06;1360,28;1339,44;761,88;280,61;135,97;34;31,68;6,41;1585,76;145,13;110,09;22;1002,54;90,38;25,88;13;1298,0;45,1;0,0;5;Lechia Gdańsk;https://www.transfermarkt.pl/marco-terrazzino/profil/spieler/67869
Egzon Kryeziu;18:36;2056,06;0,0;591,14;939,32;374,6;129,74;21,26;12;29,07;6,63;835,81;39,11;0,0;3;591,24;73,97;21,26;9;628,99;15,5;0,0;1;Lechia Gdańsk;https://www.transfermarkt.pl/egzon-kryeziu/profil/spieler/469693
Grzegorz Sandomierski;96:15;4365,61;277,75;3132,32;835,17;91,19;29,18;0,0;3;26,08;2,72;1754,37;0,0;0,0;0;1513,21;20,02;0,0;2;1098,04;9,16;0,0;1;Górnik Zabrze;https://www.transfermarkt.pl/grzegorz-sandomierski/profil/spieler/55263
Adrian Gryszkiewicz;96:15;10810,4;64,64;3974,27;4274,32;1673,54;618,55;205,08;59;31,76;6,74;3908,5;164,47;10,3;22;4655,75;453,03;194,78;50;2246,25;1,04;0,0;1;Górnik Zabrze;https://www.transfermarkt.pl/adrian-gryszkiewicz/profil/spieler/388944
Robert Dadok;92:56;11777,98;22,02;3483,66;4564,96;2140,28;1263,92;303,14;103;31,35;7,6;4637,8;763,53;124,07;64;4309,62;474,85;179,07;58;2830,47;24,48;0,0;3;Górnik Zabrze;https://www.transfermarkt.pl/robert-dadok/profil/spieler/351796
Rafał Janicki;96:15;10494,12;43,49;4174,5;3815,35;1723,99;596,06;140,73;54;31,21;6,54;3753,49;114,69;32,39;22;4499,46;480,28;108,33;45;2241,13;0,0;0,0;0;Górnik Zabrze;https://www.transfermarkt.pl/rafal-janicki/profil/spieler/153638
Erik Janża;96:15;11968,75;59,95;3486,07;4428,1;2494,78;1258,22;241,63;99;30,58;7,46;4751,41;681,22;148,64;70;4635,44;559,23;92,99;53;2581,9;17,79;0,0;2;Górnik Zabrze;https://www.transfermarkt.pl/erik-janza/profil/spieler/174522
Przemysław Wiśniewski;74:29;8404,23;31,94;2871,83;3614,64;1121,1;563,41;201,31;53;31,31;6,77;3234,31;124,61;64,68;21;3573,02;437,76;136,63;40;1596,72;0,0;0,0;0;Górnik Zabrze;https://www.transfermarkt.pl/przemyslaw-wisniewski/profil/spieler/386967
Alasana Manneh;96:15;10887,04;85,07;3501,06;4596,02;2140,37;434,32;130,2;48;28,99;6,79;4183,04;85,15;10,91;16;4601,26;350,31;119,29;40;2102,73;0,0;0,0;0;Górnik Zabrze;https://www.transfermarkt.pl/alasana-manneh/profil/spieler/435807
Krzysztof Kubica (M);74:48;9397,8;2,01;2723,97;4150,49;2053,48;406,56;61,29;31;30,9;7,54;3793,06;128,97;0,0;14;3894,43;277,62;61,29;25;1710,31;0,0;0,0;0;Górnik Zabrze;https://www.transfermarkt.pl/krzysztof-kubica/profil/spieler/573968
Lukas Podolski;96:15;9884,41;33,88;4597,4;3509,65;1202,35;453,37;87,76;37;28,76;6,16;3930,74;314,6;72,2;27;3478,74;118,76;15,56;13;2475,02;20,02;0,0;1;Górnik Zabrze;https://www.transfermarkt.pl/lukas-podolski/profil/spieler/15185
Jesus Jimenez;96:15;10851,32;25,75;3663,7;4066,15;2004,58;849,97;241,17;82;30,58;6,76;4442,25;632,99;206,63;70;4113,94;209,21;34,54;24;2295,26;6,71;0,0;2;Górnik Zabrze;https://www.transfermarkt.pl/jesus-jimenez/profil/spieler/510545
Bartosz Nowak;83:33;11000,97;4,05;3316,32;4081,34;2503,62;1024,34;71,3;71;29,61;7,9;4648,33;685,81;45,21;55;4044,05;310,35;26,09;32;2308,5;28,18;0,0;4;Górnik Zabrze;https://www.transfermarkt.pl/bartosz-nowak/profil/spieler/261085
Filip Bainović;21:26;2667,63;32,22;775,76;998,02;686,61;139,58;35,44;15;29,65;7,47;963,84;43,56;0,0;6;1027,35;96,01;35,44;13;676,5;0,0;0,0;0;Górnik Zabrze;https://www.transfermarkt.pl/filip-bainovic/profil/spieler/358909
Jakub Szymański (M);21:46;2566,07;2,05;926,39;1099,99;425,89;111,75;0,0;7;23,98;7,08;887,75;38,64;0,0;5;888,92;71,93;0,0;5;789,32;1,18;0,0;1;Górnik Zabrze;https://www.transfermarkt.pl/jakub-szymanski/profil/spieler/798319
Mateusz Cholewiak;3:18;454,27;4,24;134,89;169,78;104,43;40,93;0,0;3;23,99;8,25;203,09;21,13;0,0;2;172,23;19,8;0,0;2;78,96;0,0;0,0;0;Górnik Zabrze;https://www.transfermarkt.pl/mateusz-cholewiak/profil/spieler/255519
Vamara Sanogo;12:41;1481,08;0,0;551,26;560,53;238,89;103,32;27,08;9;28,89;7,0;584,88;68,04;27,08;7;421,17;35,29;0,0;5;475,0;0,0;0,0;0;Górnik Zabrze;https://www.transfermarkt.pl/vamara-sanogo/profil/spieler/374667
Dominik Hładun;96:15;6181,96;39,48;3938,33;2044,44;140,67;19,04;0,0;2;22,45;3,85;2485,96;12,48;0,0;1;2167,62;6,56;0,0;1;1528,43;0,0;0,0;0;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/dominik-hladun/profil/spieler/278676
Kamil Kruk (M);96:15;10368,94;20,72;3836,8;4311,83;1575,34;548,76;75,49;44;29,87;6,46;3634,93;56,23;0,0;9;4578,52;491,44;75,49;41;2155,51;1,1;0,0;1;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/kamil-kruk/profil/spieler/372696
Kacper Chodyna;96:15;10621,53;33,12;3168,5;5016,55;1423,31;722,89;257,16;65;30,54;6,62;3938,46;258,78;121,75;30;4546,99;455,39;135,41;42;2136,14;8,71;0,0;1;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/kacper-chodyna/profil/spieler/320733
Ian Soler;96:15;10867,42;63,8;4119,24;4189,42;1790,51;590,74;113,71;43;31,28;6,77;3597,9;178,19;25,72;19;4801,98;392,51;87,99;34;2467,45;20,04;0,0;2;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/ian-soler/profil/spieler/386196
Aleksandar Pantić;96:15;9445,09;111,99;3938,64;3617,27;1210,04;473,99;93,16;40;30,08;5,89;2878,93;74,08;0,0;10;4280,05;394,28;93,16;35;2286,02;5,64;0,0;2;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/aleksandar-pantic/profil/spieler/167093
Łukasz Poręba (M);90:12;11470,34;50,46;3194,08;4986,52;2336,48;719,16;183,64;68;29,61;7,63;4227,06;208,77;86,87;29;5036,36;495,98;96,77;52;2206,98;14,41;0,0;2;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/lukasz-poreba/profil/spieler/532169
Ilya Zhigulev;63:06;7966,57;8,37;1971,95;3846,68;1470,83;623,59;45,15;50;27,9;7,58;3018,48;174,69;24,21;23;3539,79;448,89;20,94;36;1408,27;0,0;0,0;0;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/ilya-zhigulev/profil/spieler/443778
Sasa Żivec;89:56;10713,21;84,84;3504,24;4266,56;1900,26;866,43;90,88;71;31,12;7,15;3891,81;389,12;79,12;43;4581,66;468,16;11,77;44;2239,81;9,17;0,0;1;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/sasa-zivec/profil/spieler/128033
Filip Starzyński;96:15;11973,55;147,02;3770,51;5199,71;2167,66;584,73;103,92;51;30,91;7,46;4650,8;329,06;94,8;36;4771,46;255,67;9,11;26;2551,35;0,0;0,0;0;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/filip-starzynski/profil/spieler/199301
Patryk Szysz;77:48;9571,93;41,17;2872,6;4097,09;1664,09;689,27;207,71;64;31,86;7,38;3878,56;362,88;89,87;35;4019,38;313,05;117,84;41;1674,03;13,33;0,0;3;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/patryk-szysz/profil/spieler/421710
Tomas Zajic;78:21;8946,13;74,33;3099,09;3105,55;1389,82;941,86;335,48;85;32,45;6,85;3827,8;522,89;229,4;56;3657,63;418,97;106,07;47;1460,7;0,0;0,0;0;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/tomas-zajic/profil/spieler/324041
Bartłomiej Kłudka (M);6:18;1018,91;46,09;183,52;451,8;213,8;123,7;0,0;7;24,14;9,69;346,83;58,36;0,0;5;367,99;35,22;0,0;2;304,08;30,12;0,0;1;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/bartlomiej-kludka/profil/spieler/697437
Dawid Pakulski;6:02;764,76;1,0;203,89;357,38;125,26;77,23;0,0;5;26,23;7,6;246,43;16,9;0,0;2;322,41;60,34;0,0;5;195,92;0,0;0,0;0;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/dawid-pakulski/profil/spieler/385199
Oliwier Sławiński (M);17:54;2255,18;10,12;806,35;927,39;287,53;194,49;29,3;14;28,91;7,56;781,04;107,86;21,13;12;726,81;66,96;8,17;5;747,3;19,66;0,0;1;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/oliwier-slawinski/profil/spieler/618436
Jakub Żubrowski;33:09;4004,12;16,86;1249,82;1661,23;763,7;265,79;46,72;20;29,11;7,25;1286,4;13,58;0,0;3;1759,05;237,27;46,72;18;958,75;14,93;0,0;1;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/jakub-zubrowski/profil/spieler/283012
Tomasz Pieńko (M);18:26;2648,15;210,19;638,55;1061,59;417,89;260,33;59,6;24;28,21;8,62;795,62;73,69;27,54;12;935,41;150,67;32,05;16;917,15;35,97;0,0;2;KGHM Zagłębie Lubin;https://www.transfermarkt.pl/tomasz-pienko/profil/spieler/555062
Maciej Gostomski;98:42;4666,7;496,6;3212,35;779,44;146,12;32,19;0,0;3;23,43;2,84;1460,62;5,3;0,0;1;1424,28;26,88;0,0;3;1781,64;0,0;0,0;1;Górnik Łęczna;https://www.transfermarkt.pl/maciej-gostomski/profil/spieler/36789
Bartosz Rymaniak;98:42;9624,94;159,64;4454,35;3453,44;902,85;427,9;226,76;47;32,52;5,84;3040,41;118,95;130,41;20;3770,83;278,92;93,99;33;2813,61;30,02;2,37;4;Górnik Łęczna;https://www.transfermarkt.pl/bartosz-rymaniak/profil/spieler/81257
Kamil Pajnowski;98:42;8604,9;79,23;3488,02;3595,33;1121,56;244,29;76,47;27;30,99;5,22;3031,2;59,51;1,02;12;3440,27;179,35;75,46;22;2133,42;5,44;0,0;1;Górnik Łęczna;https://www.transfermarkt.pl/kamil-pajnowski/profil/spieler/357305
Tomasz Midzierski;98:42;8680,42;104,2;3798,51;3481,12;930,82;303,56;62,21;31;28,03;5,27;2887,04;50,13;0,0;8;3478,49;241,53;34,1;26;2315,02;11,9;28,11;3;Górnik Łęczna;https://www.transfermarkt.pl/tomasz-midzierski/profil/spieler/42544
Leandro;98:42;9267,69;153,07;4067,42;3160,7;1298,4;381,89;206,21;40;35,32;5,63;2835,2;109,14;125,23;21;3869,75;272,82;78,72;26;2562,86;1,04;2,26;2;Górnik Łęczna;https://www.transfermarkt.pl/leandro-paredes/profil/spieler/166237
Serhij Krykun;98:42;11372,14;134,3;3625,88;4473,84;1690,5;1086,27;361,35;99;32,79;6,91;3815,42;600,05;313,27;66;4434,79;436,57;48,08;47;3121,91;49,65;0,0;6;Górnik Łęczna;nie udało się znaleźć linku
Alejandro Serrano;82:40;9144,85;15,12;2898,58;3165,66;2104,71;783,05;177,73;69;29,77;6,64;3024,03;276,65;75,75;32;4093,48;497,08;101,99;50;2027,37;9,33;0,0;2;Górnik Łęczna;https://www.transfermarkt.pl/alex-serrano/profil/spieler/190220
Michał Mak;98:42;11131,04;68,14;3943,25;3968,06;1855,37;828,27;467,95;85;33,15;6,76;3791,56;488,95;337,75;57;4237,87;315,05;113,38;44;3101,54;23,21;16,82;2;Górnik Łęczna;https://www.transfermarkt.pl/michal-mak/profil/spieler/143976
Janusz Gol;61:32;5952,24;29,02;2073,81;2469,81;1167,75;187,24;24,61;18;29,43;5,8;2001,61;31,55;0,0;4;2715,04;149,92;24,61;15;1235,51;5,76;0,0;1;Górnik Łęczna;https://www.transfermarkt.pl/janusz-gol/profil/spieler/80941
Łukasz Szramowski (M);98:42;12113,73;173,31;3535,6;4992,17;2313,87;939,4;159,38;70;31,84;7,36;4008,91;395,64;111,4;38;5172,63;531,53;47,98;46;2932,28;11,19;0,0;3;Górnik Łęczna;https://www.transfermarkt.pl/lukasz-szramowski/profil/spieler/555570
Bartosz Śpiączka;98:42;10070,56;62,95;4226,85;3316,55;1511,3;756,92;195,99;60;31,58;6,09;3266,07;415,91;120,99;38;3740,92;320,62;75,0;35;3063,59;20,39;0,0;2;Górnik Łęczna;https://www.transfermarkt.pl/bartosz-spiaczka/profil/spieler/190413
Szymon Drewniak;37:10;4156,39;7,25;1347,85;1723,73;787,45;182,95;107,16;19;31,26;6,69;1237,92;13,56;28,17;5;1712,73;169,38;78,99;17;1205,82;0,0;0,0;0;Górnik Łęczna;https://www.transfermarkt.pl/szymon-drewniak/profil/spieler/109930
Przemysław Banaszak;16:02;2188,08;27,06;587,37;867,39;399,62;166,65;139,99;18;31,74;8,13;763,25;113,67;72,15;12;706,44;45,6;67,84;7;718,36;7,38;0,0;1;Górnik Łęczna;https://www.transfermarkt.pl/przemyslaw-banaszak/profil/spieler/447367
Vladan Kovacević;98:42;6179,39;48,12;4357,44;1402,09;326,04;45,7;0,0;5;22,65;3,75;2073,33;6,89;0,0;1;2008,42;33,01;0,0;3;2097,55;5,8;0,0;1;Raków Częstochowa;https://www.transfermarkt.pl/vladan-kovacevic/profil/spieler/429070
Andrzej Niewulis;98:42;11291,11;177,7;3658,86;4517,34;1936,37;789,3;211,54;77;32,15;6,84;4228,43;274,39;63,3;33;3916,42;448,45;126,42;46;3146,19;66,47;21,81;12;Raków Częstochowa;https://www.transfermarkt.pl/andrzej-niewulis/profil/spieler/101070
Milan Rundić;85:48;8635,9;37,72;2985,99;3644,55;1333,02;556,62;78,0;39;30,15;6,04;3102,42;110,3;5,71;13;3353,53;388,28;72,29;32;2179,94;58,04;0,0;2;Raków Częstochowa;https://www.transfermarkt.pl/milan-rundic/profil/spieler/182185
Tomas Petrasek;98:42;10488,68;82,37;4034,24;3854,44;1856,3;552,11;109,22;42;30,79;6,36;3554,55;44,77;7,89;8;3781,72;476,19;101,33;37;3152,35;31,14;0,0;3;Raków Częstochowa;https://www.transfermarkt.pl/tomas-petrasek/profil/spieler/333261
Walerian Gwilia;66:27;7580,23;16,95;2346,07;3051,35;1535,26;619,92;10,68;39;27,73;6,84;3376,14;305,22;0,0;22;2720,98;314,7;10,68;22;1483,15;0,0;0,0;0;Raków Częstochowa;nie udało się znaleźć linku
Marko Poletanović;98:42;10603,0;43,33;3367,17;4472,98;1825,25;798,2;96,07;68;30,96;6,42;4075,71;194,44;16,39;24;3988,04;580,23;79,68;50;2539,16;23,54;0,0;4;Raków Częstochowa;https://www.transfermarkt.pl/marko-poletanovic/profil/spieler/168957
Patryk Kun;77:33;8845,26;82,57;2684,05;3109,31;1786,72;963,63;218,98;76;35,0;6,84;3532,36;377,66;100,17;37;3222,61;568,72;109,36;49;2090,45;16,2;9,45;3;Raków Częstochowa;https://www.transfermarkt.pl/patryk-kun/profil/spieler/252608
Fran Tudor;98:42;10816,74;111,28;3639,43;4244,34;1529,23;905,53;386,93;91;32,79;6,58;3925,57;360,85;180,68;48;3568,48;461,44;206,25;55;3322,75;83,25;0,0;6;Raków Częstochowa;https://www.transfermarkt.pl/fran-tudor/profil/spieler/343158
Vladislavs Gutkovskis;77:32;8426,27;52,58;2870,63;3544,35;1214,44;611,82;132,45;58;31,32;6,52;3476,54;322,27;84,73;35;3026,47;289,52;47,72;33;1923,3;1,16;0,0;2;Raków Częstochowa;https://www.transfermarkt.pl/vladislavs-gutkovskis/profil/spieler/192710
Ben Lederman (M);98:42;11918,06;102,87;3682,54;4564,86;2407,04;984,33;176,42;78;32,89;7,23;4571,65;324,37;79,11;39;4267,38;645,26;97,32;52;3078,99;15,74;0,0;4;Raków Częstochowa;https://www.transfermarkt.pl/ben-lederman/profil/spieler/366929
Ivan Lopez;85:29;10011,07;101,35;3246,74;4178,15;1799,07;588,52;97,24;56;31,03;7,03;3933,28;268,34;34,28;30;3590,33;320,18;62,96;33;2487,46;0,0;0,0;0;Raków Częstochowa;https://www.transfermarkt.pl/ivi-lopez/profil/spieler/282371
Fabio Sturgeon;32:15;4197,29;11,27;1127,84;1572,98;927,4;466,15;91,65;35;31,82;7,79;1416,03;213,49;30,83;17;1314,53;240,07;52,71;20;1466,72;12,6;8,11;4;Raków Częstochowa;https://www.transfermarkt.pl/fabio-sturgeon/profil/spieler/194641
Marcin Cebula;13:13;1649,71;45,38;520,57;563,59;243,02;188,38;88,77;11;32,99;7,43;621,06;124,56;7,9;9;482,89;63,82;80,87;6;545,84;0,0;0,0;0;Raków Częstochowa;https://www.transfermarkt.pl/marcin-cebula/profil/spieler/239215
Sebastian Musiolik;21:11;2550,97;9,16;894,36;843,71;381,52;334,54;87,68;24;33,43;7,22;848,03;155,83;70,44;16;819,07;134,06;17,24;11;883,89;43,61;0,0;4;Raków Częstochowa;https://www.transfermarkt.pl/sebastian-musiolik/profil/spieler/267152
Mateusz Wdowiak;21:09;2547,62;4,13;750,97;986,66;435,64;247,63;122,59;23;32,55;7,17;861,19;73,88;83,59;11;842,51;166,73;39,0;16;843,89;7,02;0,0;1;Raków Częstochowa;https://www.transfermarkt.pl/mateusz-wdowiak/profil/spieler/295495
Zoran Arsenić;12:55;1589,95;3,2;516,66;585,15;288,38;135,47;61,09;9;30,98;7,17;483,93;29,84;0,0;2;519,68;95,23;61,09;6;586,37;10,4;0,0;1;Raków Częstochowa;https://www.transfermarkt.pl/zoran-arsenic/profil/spieler/280312
Krzysztof Kamiński;96:13;4886,42;69,8;3507,12;1180,71;67,16;61,63;0,0;5;26,85;3,05;1565,41;20,0;0,0;2;1617,72;35,94;0,0;3;1703,3;5,69;0,0;1;Wisła Płock;https://www.transfermarkt.pl/krzysztof-kaminski/profil/spieler/172874
Jakub Rzeźniczak;96:13;9918,55;16,49;3894,8;3777,03;1569,34;549,94;110,95;44;29,89;6,18;3007,07;150,87;18,29;18;3790,86;398,01;92,65;35;3120,56;1,07;0,0;1;Wisła Płock;https://www.transfermarkt.pl/jakub-rzezniczak/profil/spieler/24576
Damian Zbozień;88:17;10553,24;179,19;3647,99;3635,58;2101,89;866,31;122,28;62;28,97;7,17;3484,96;304,11;43,83;26;3915,97;532,43;77,39;43;3152,36;28,55;0,0;4;Wisła Płock;https://www.transfermarkt.pl/damian-zbozien/profil/spieler/53742
Anton Krywociuk;96:13;10967,11;113,32;4208,06;3944,91;1665,45;680,33;355,04;74;31,53;6,84;3340,59;151,51;99,84;23;3945,52;488,8;248,35;53;3680,83;40,01;6,85;5;Wisła Płock;nie udało się znaleźć linku
Damian Michalski;96:13;10141,28;45,79;3845,7;3794,04;1603,27;757,42;95,06;59;28,13;6,32;2988,55;180,25;14,78;20;3846,4;556,03;52,28;48;3306,32;21,14;28,0;4;Wisła Płock;https://www.transfermarkt.pl/damian-michalski/profil/spieler/385518
Marko Kolar;75:11;8273,4;36,51;3194,33;2811,26;1346,23;625,63;259,44;54;31,43;6,6;2893,21;340,96;152,58;39;2939,31;270,06;106,85;28;2440,94;14,63;0,0;1;Wisła Płock;https://www.transfermarkt.pl/marko-kolar/profil/spieler/205924
Fryderyk Gerbowski (M);96:13;11595,77;139,68;3761,09;4429,18;2301,59;778,08;186,15;68;30,14;7,23;3660,7;199,0;71,06;24;4301,76;554,19;113,98;47;3633,28;24,89;1,11;4;Wisła Płock;https://www.transfermarkt.pl/fryderyk-gerbowski/profil/spieler/554277
Rafał Wolski;67:29;7393,14;59,07;2939,51;2606,17;1187,35;465,13;135,91;40;31,15;6,57;2585,52;254,9;94,03;25;2396,53;176,57;37,09;17;2411,1;33,66;3,57;5;Wisła Płock;https://www.transfermarkt.pl/rafal-wolski/profil/spieler/176514
